aligned_date,headline,text,section,url
2020-04-01,Human Rights Group Says Two U.S. Strikes Killed Somali Civilians,"WASHINGTON — Two American airstrikes in Somalia in February killed two civilians and injured three more, the human rights group Amnesty International has alleged in a new report. The United States Africa Command has acknowledged those strikes happened, but said they killed only terrorists with the Qaeda-affiliated group Al Shabab.",World,https://www.nytimes.com/2020/03/31/world/africa/somalia-civilian-casualties.html
2020-04-01,‘Never Thought I Would Need It’: Americans Put Pride Aside to Seek Aid,"The cars arrived at the food bank in southern Dallas in a stream — a minivan, a Chevrolet Tahoe, a sedan with a busted window, a Jaguar of unclear vintage. Inside the vehicles sat people who scarcely could believe they needed to be there.",U.S.,https://www.nytimes.com/2020/03/31/us/virus-food-banks-unemployment.html
2020-04-01,"$30 Million in Illegal Drugs Seized From Cross-Border Tunnel in San Diego, U.S. Says","Federal agents seized $29.6 million worth of illegal drugs from a tunnel used by smugglers to enter San Diego from Mexico, a cross-border passageway so sophisticated that it had ventilation, lighting and an underground rail system, the authorities said on Tuesday.",U.S.,https://www.nytimes.com/2020/03/31/us/drug-tunnel-san-diego-tijuana.html
2020-04-01,"As Furloughs Grow, Kennedy Center Defends Use of $25 Million in Aid","Facing criticism for furloughing workers after it was granted $25 million in federal coronavirus relief funding, the John F. Kennedy Center for the Performing Arts on Tuesday defended its need for the bailout and outlined its plans for the money.",Arts,https://www.nytimes.com/2020/03/31/arts/kennedy-center-defends-25-million.html
2020-04-01,Historic Town in Veszprém County,"WEDNESDAY PUZZLE — Why, yes, look at that, it’s April 1 already. And very often, on April 1, the crossword editors pull some sort of prank on solvers — like this one — but this just isn’t the time to do that. People don’t like having their crossword messed with under normal circumstances, and they certainly don’t want it done while we are in the middle of a global pandemic. The editors get that.",Crosswords & Games,https://www.nytimes.com/2020/03/31/crosswords/daily-puzzle-2020-04-01.html
2020-04-01,Trump Calls New Fuel Economy Rule a Boon. Some Experts See Steep Costs.,"WASHINGTON — The Trump administration on Tuesday announced a new rule on automobile fuel efficiency, completing the president’s rollback of Obama-era standards and gutting the federal government’s most important climate change policy.",Climate,https://www.nytimes.com/2020/03/31/climate/trump-pollution-rollback.html
2020-04-01,This Broccoli-Dill Pasta Has a Hippie Twist. Your Kids Will Love It.,"On the first day of spring, Bryant Terry was at home in Oakland, transferring the compost from a bin in the yard to the raised beds, planting collards, mustard greens, turnips, bok choy, yu choy and early tomatoes. The tour for his new cookbook, “Vegetable Kingdom: The Abundant World of Vegan Recipes,” had been canceled in the chaos of the coronavirus. Restaurants and bars were closed — schools, too. Those who could be at home were staying put. And Terry, a cookbook author and the chef in residence of the Museum of the African Diaspora, was now, like so many parents, a full-time home-schooler.",Magazine,https://www.nytimes.com/2020/03/31/magazine/broccoli-dill-pasta-recipe.html
2020-04-01,"Quotation of the Day: Cases Spiral Aboard an Aircraft Carrier, and a Commander Pleads for Help","“We are not at war. Sailors do not need to die. If we do not act now, we are failing to properly take care of our most trusted asset — our sailors.”",Today’s Paper,https://www.nytimes.com/2020/03/31/todayspaper/quotation-of-the-day-cases-spiral-aboard-an-aircraft-carrier-and-a-commander-pleads-for-help.html
2020-04-01,"Corrections: April 1, 2020","Because of an editing error, an article on Tuesday about the Trump administration’s plans to roll back automobile fuel efficiency standards misstated the auto industry’s position on fuel economy. Although the industry has recently improved fuel economy by 2.4 percent annually, it has never said it would strengthen fuel economy standards by 2.4 percent per year.",Corrections,https://www.nytimes.com/2020/03/31/pageoneplus/corrections-april-1-2020.html
2020-04-01,"Wallace Roney, Jazz Trumpet Virtuoso, Is Dead at 59",This obituary is part of a series about people who have died in the coronavirus pandemic.,Arts,https://www.nytimes.com/2020/03/31/arts/music/wallace-roney-dead-coronavirus.html
