aligned_date,headline,text,section,url
2021-11-01,Why a Pilot Is Under Investigation for Saying ‘Let’s Go Brandon’,It began as a chant at a NASCAR race. It became an inside joke among many Republicans that spread to T-shirts and even to the floor of Congress. And now it has entangled Southwest Airlines in the nation’s political tussles.,U.S.,https://www.nytimes.com/2021/10/31/us/lets-go-brandon-southwest-airlines.html
2021-11-01,"‘Succession’ Season 3, Episode 3: Head Spaces and Hullabaloo",(Check out a recap of the latest episode in Season 3 of Succession),Arts,https://www.nytimes.com/2021/10/31/arts/television/succession-season-3-episode-3-head-spaces-and-hullabaloo.html
2021-11-01,Your Monday Briefing,"Presidents and prime ministers are gathering in Glasgow this week for the 12-day U.N. global warming conference, often referred to as COP26, to discuss global climate policies, which are likely to determine the future of the planet.",Briefing,https://www.nytimes.com/2021/10/31/briefing/climate-g20-britain-coronavirus.html
2021-11-01,What Is a ‘Carbon Footprint’? And 12 Other Climate Buzzwords,"As climate change discussions take center stage in Glasgow, here’s a primer on some of the jargon you’re likely to hear a lot.",Climate,https://www.nytimes.com/interactive/2021/10/31/climate/climate-change-sustainability-definition.html
2021-11-01,"‘Insecure’ Recap, Season 5, Episode 2: Pick Up Your Feelings",(Read the recap of the latest episode in Season 5 of Insecure),Arts,https://www.nytimes.com/2021/10/31/arts/television/insecure-recap-season-5-episode-2.html
2021-11-01,Word of the Day: conflagration,_________,The Learning Network,https://www.nytimes.com/2021/10/31/learning/word-of-the-day-conflagration.html
2021-11-01,New Black N.B.A. Coaches Wonder Why It Took So Long to Get a Shot,Jamahl Mosley has traveled the world for basketball.,Sports,https://www.nytimes.com/2021/11/01/sports/basketball/nba-black-coaches-diversity.html
2021-11-01,"Once a Leading Polluter, the U.K. Is Now Trying to Lead on Climate Change","LONDON — As Britain prepares to host a landmark climate summit in Glasgow this week, the milestones of its own evolution to a more climate-friendly economy are on vivid display along the railroad line from London to Scotland.",World,https://www.nytimes.com/2021/11/01/world/europe/britain-climate-change.html
2021-11-01,How Much Are Countries Pledging to Reduce Emissions?,The newest plans by countries to fight climate change still fall short of what scientists say is necessary. Here’s what the 10 biggest emitters have promised.,Climate,https://www.nytimes.com/interactive/2021/11/01/climate/paris-pledges-tracker-cop-26.html
2021-11-01,"Facing Elimination, the Houston Astros Find Their Bats","ATLANTA — Adam Duvall swung and the baseball sailed high and deep and, surely, toward the history books. The 43,122 Atlanta fans filling Truist Park, early arrivals and in the mood to party with a clinching World Series win within reach, exploded into a raucous din. They believed the grand slam, only the 21st in World Series history, signaled their divine right to celebrate.",Sports,https://www.nytimes.com/2021/11/01/sports/baseball/astros-braves-world-series-game-5.html
2021-11-01,"No Corrections: Nov. 1, 2021","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",Corrections,https://www.nytimes.com/2021/11/01/pageoneplus/no-corrections-nov-1-2021.html
2021-11-01,What’s on TV This Week: ‘The Oratorio’ and ‘Dexter: New Blood’,"Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Nov. 1-7. Details and times are subject to change.",Arts,https://www.nytimes.com/2021/11/01/arts/television/whats-on-tv-this-week-the-oratorio-and-dexter-new-blood.html
